keyword,normalized_keyword,language,market,country,primary_cluster,secondary_cluster,search_intent,buyer_stage,search_volume,keyword_difficulty,cpc,trend,serp_type,serp_notes,commercial_value,strategic_relevance,malaysia_origin_relevance,existing_architecture_target,page_recommendation,priority,source,data_date,verification_status,notes
titanium dioxide distributor,titanium dioxide distributor,EN,GLOBAL,MULTI,PRODUCT,BUYER-01 High-purchase-intent,C,Supplier Search,Unavailable,Unavailable,Unavailable,Unavailable,Supplier/distributor/product/comparison mix,Top-10 SERP reviewed from complete local raw capture.,5,4,1,ABOUT / CONVERSION,MERGE_INTO_CLUSTER,P2,SERP-REV-BUY-DISTRIBUTOR-20260829,2026-08-29,VERIFIED,"SERP intent verified; Search Volume, KD, CPC and trend are Unavailable. Commercial modifier was searched directly; this is evidence of SERP intent, not of metric volume or product equivalence. Priority audit: CI=4.5/5, Strategic=4/5, Market=3/5, Demand=0/5, Feasibility=0/5, weighted=59. Unavailable demand/feasibility contributes 0 rather than an inferred value."
titanium dioxide sourcing supplier,titanium dioxide sourcing supplier,EN,GLOBAL,MULTI,PRODUCT,BUYER-01 High-purchase-intent,C,Supplier Search,Unavailable,Unavailable,Unavailable,Unavailable,Supplier/distributor/product/comparison mix,Top-10 SERP reviewed from complete local raw capture.,5,4,1,ABOUT / CONVERSION,MERGE_INTO_CLUSTER,P2,SERP-REV-BUY-SOURCING-20260829,2026-08-29,VERIFIED,"SERP intent verified; Search Volume, KD, CPC and trend are Unavailable. Commercial modifier was searched directly; this is evidence of SERP intent, not of metric volume or product equivalence. Priority audit: CI=4.5/5, Strategic=4/5, Market=3/5, Demand=0/5, Feasibility=0/5, weighted=59. Unavailable demand/feasibility contributes 0 rather than an inferred value."
titanium dioxide replacement equivalent,titanium dioxide replacement equivalent,EN,GLOBAL,MULTI,COMPARISON,BRAND-01 Brand alternatives,M,Technical Evaluation,Unavailable,Unavailable,Unavailable,Unavailable,Supplier/distributor/product/comparison mix,Top-10 SERP reviewed from complete local raw capture.,5,4,1,RESOURCES > Technical Guides,MERGE_INTO_CLUSTER,P3,SERP-REV-BUY-REPLACEMENT-20260829,2026-08-29,VERIFIED,"SERP intent verified; Search Volume, KD, CPC and trend are Unavailable. Commercial modifier was searched directly; this is evidence of SERP intent, not of metric volume or product equivalence. Priority audit: CI=3.5/5, Strategic=4/5, Market=3/5, Demand=0/5, Feasibility=0/5, weighted=53. Unavailable demand/feasibility contributes 0 rather than an inferred value."
titanium dioxide grade alternative,titanium dioxide grade alternative,EN,GLOBAL,MULTI,COMPARISON,BRAND-01 Brand alternatives,C,Technical Evaluation,Unavailable,Unavailable,Unavailable,Unavailable,Supplier/distributor/product/comparison mix,Top-10 SERP reviewed from complete local raw capture.,5,4,1,RESOURCES > Technical Guides,MERGE_INTO_CLUSTER,P2,SERP-REV-BUY-GRADE-ALTERNATIVE-20260829,2026-08-29,VERIFIED,"SERP intent verified; Search Volume, KD, CPC and trend are Unavailable. Commercial modifier was searched directly; this is evidence of SERP intent, not of metric volume or product equivalence. Priority audit: CI=4.5/5, Strategic=4/5, Market=3/5, Demand=0/5, Feasibility=0/5, weighted=59. Unavailable demand/feasibility contributes 0 rather than an inferred value."
titanium dioxide equivalent grade,titanium dioxide equivalent grade,EN,GLOBAL,MULTI,COMPARISON,BRAND-01 Brand alternatives,M,Technical Evaluation,Unavailable,Unavailable,Unavailable,Unavailable,Supplier/distributor/product/comparison mix,Top-10 SERP reviewed from complete local raw capture.,5,4,1,RESOURCES > Technical Guides,MERGE_INTO_CLUSTER,P3,SERP-REV-BUY-EQUIVALENT-GRADE-20260829,2026-08-29,VERIFIED,"SERP intent verified; Search Volume, KD, CPC and trend are Unavailable. Commercial modifier was searched directly; this is evidence of SERP intent, not of metric volume or product equivalence. Priority audit: CI=3.5/5, Strategic=4/5, Market=3/5, Demand=0/5, Feasibility=0/5, weighted=53. Unavailable demand/feasibility contributes 0 rather than an inferred value."
ti-pure r-706 alternative equivalent,ti-pure r-706 alternative equivalent,EN,GLOBAL,MULTI,COMPARISON,BRAND-02 Grade-level alternatives,C,Technical Evaluation,Unavailable,Unavailable,Unavailable,Unavailable,Official product/datasheet/distributor/comparison mix,Top-10 SERP reviewed from complete local raw capture.,5,4,1,RESOURCES > Technical Guides,NEW_PAGE_CANDIDATE,P2,SERP-REV-GRADE-R706-20260829,2026-08-29,VERIFIED,"SERP intent verified; Search Volume, KD, CPC and trend are Unavailable. Grade-level search was checked directly. Search results may name comparison candidates but do not establish equivalence; TDS, application testing and human technical review remain mandatory. Priority audit: CI=4.5/5, Strategic=4/5, Market=3/5, Demand=0/5, Feasibility=0/5, weighted=59. Unavailable demand/feasibility contributes 0 rather than an inferred value."
tronox cr-828 alternative equivalent,tronox cr-828 alternative equivalent,EN,GLOBAL,MULTI,COMPARISON,BRAND-02 Grade-level alternatives,C,Technical Evaluation,Unavailable,Unavailable,Unavailable,Unavailable,Official product/datasheet/distributor/comparison mix,Top-10 SERP reviewed from complete local raw capture.,5,4,1,RESOURCES > Technical Guides,NEW_PAGE_CANDIDATE,P2,SERP-REV-GRADE-CR828-20260829,2026-08-29,VERIFIED,"SERP intent verified; Search Volume, KD, CPC and trend are Unavailable. Grade-level search was checked directly. Search results may name comparison candidates but do not establish equivalence; TDS, application testing and human technical review remain mandatory. Priority audit: CI=4.5/5, Strategic=4/5, Market=3/5, Demand=0/5, Feasibility=0/5, weighted=59. Unavailable demand/feasibility contributes 0 rather than an inferred value."
kronos 2310 titanium dioxide alternative equivalent,kronos 2310 titanium dioxide alternative equivalent,EN,GLOBAL,MULTI,COMPARISON,BRAND-02 Grade-level alternatives,C,Technical Evaluation,Unavailable,Unavailable,Unavailable,Unavailable,Official product/datasheet/distributor/comparison mix,Top-10 SERP reviewed from complete local raw capture.,5,4,1,RESOURCES > Technical Guides,NEW_PAGE_CANDIDATE,P2,SERP-REV-GRADE-KRONOS2310-TIO2-20260829,2026-08-29,VERIFIED,"SERP intent verified; Search Volume, KD, CPC and trend are Unavailable. Grade-level search was checked directly. Search results may name comparison candidates but do not establish equivalence; TDS, application testing and human technical review remain mandatory. Priority audit: CI=4.5/5, Strategic=4/5, Market=3/5, Demand=0/5, Feasibility=0/5, weighted=59. Unavailable demand/feasibility contributes 0 rather than an inferred value."
tioxide tr92 alternative equivalent,tioxide tr92 alternative equivalent,EN,GLOBAL,MULTI,COMPARISON,BRAND-02 Grade-level alternatives,C,Technical Evaluation,Unavailable,Unavailable,Unavailable,Unavailable,Official product/datasheet/distributor/comparison mix,Top-10 SERP reviewed from complete local raw capture.,5,4,1,RESOURCES > Technical Guides,NEW_PAGE_CANDIDATE,P2,SERP-REV-GRADE-TR92-20260829,2026-08-29,VERIFIED,"SERP intent verified; Search Volume, KD, CPC and trend are Unavailable. Grade-level search was checked directly. Search results may name comparison candidates but do not establish equivalence; TDS, application testing and human technical review remain mandatory. Priority audit: CI=4.5/5, Strategic=4/5, Market=3/5, Demand=0/5, Feasibility=0/5, weighted=59. Unavailable demand/feasibility contributes 0 rather than an inferred value."
blr-895 alternative equivalent titanium dioxide,blr-895 alternative equivalent titanium dioxide,EN,GLOBAL,MULTI,COMPARISON,BRAND-02 Grade-level alternatives,C,Technical Evaluation,Unavailable,Unavailable,Unavailable,Unavailable,Official product/datasheet/distributor/comparison mix,Top-10 SERP reviewed from complete local raw capture.,5,4,1,RESOURCES > Technical Guides,NEW_PAGE_CANDIDATE,P2,SERP-REV-GRADE-BLR895-20260829,2026-08-29,VERIFIED,"SERP intent verified; Search Volume, KD, CPC and trend are Unavailable. Grade-level search was checked directly. Search results may name comparison candidates but do not establish equivalence; TDS, application testing and human technical review remain mandatory. Priority audit: CI=4.5/5, Strategic=4/5, Market=3/5, Demand=0/5, Feasibility=0/5, weighted=59. Unavailable demand/feasibility contributes 0 rather than an inferred value."
cnnc r-216 alternative equivalent titanium dioxide,cnnc r-216 alternative equivalent titanium dioxide,EN,GLOBAL,MULTI,COMPARISON,BRAND-02 Grade-level alternatives,C,Technical Evaluation,Unavailable,Unavailable,Unavailable,Unavailable,Official product/datasheet/distributor/comparison mix,Top-10 SERP reviewed from complete local raw capture.,5,4,1,RESOURCES > Technical Guides,NEW_PAGE_CANDIDATE,P2,SERP-REV-GRADE-CNNC-R216-20260829,2026-08-29,VERIFIED,"SERP intent verified; Search Volume, KD, CPC and trend are Unavailable. Grade-level search was checked directly. Search results may name comparison candidates but do not establish equivalence; TDS, application testing and human technical review remain mandatory. Priority audit: CI=4.5/5, Strategic=4/5, Market=3/5, Demand=0/5, Feasibility=0/5, weighted=59. Unavailable demand/feasibility contributes 0 rather than an inferred value."
citic r-5566 titanium dioxide alternative equivalent,citic r-5566 titanium dioxide alternative equivalent,EN,GLOBAL,MULTI,COMPARISON,BRAND-02 Grade-level alternatives,C,Technical Evaluation,Unavailable,Unavailable,Unavailable,Unavailable,Official product/datasheet/distributor/comparison mix,Top-10 SERP reviewed from complete local raw capture.,5,4,1,RESOURCES > Technical Guides,NEW_PAGE_CANDIDATE,P2,SERP-REV-GRADE-CITIC-R5566-20260829,2026-08-29,VERIFIED,"SERP intent verified; Search Volume, KD, CPC and trend are Unavailable. Grade-level search was checked directly. Search results may name comparison candidates but do not establish equivalence; TDS, application testing and human technical review remain mandatory. Priority audit: CI=4.5/5, Strategic=4/5, Market=3/5, Demand=0/5, Feasibility=0/5, weighted=59. Unavailable demand/feasibility contributes 0 rather than an inferred value."
